@relation loan_default_reduced_sampled_training-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute loan_limit {cf,ncf}
@attribute loan_type {type1,type2,type3}
@attribute business_or_commercial {nob/c,b/c}
@attribute Neg_ammortization {not_neg,neg_amm}
@attribute lump_sum_payment {not_lpsm,lpsm}
@attribute income numeric
@attribute co-applicant_credit_type {EXP,CIB}
@attribute submission_of_application {to_inst,not_inst}
@attribute LTV numeric
@attribute dtir1 numeric
@attribute Status {no,yes}

@data
cf,type1,nob/c,not_neg,not_lpsm,22560,EXP,to_inst,78.645833,6,no
cf,type2,b/c,not_neg,not_lpsm,2700,EXP,to_inst,83.203125,49,no
cf,type1,nob/c,not_neg,not_lpsm,22800,EXP,not_inst,68.47166,36,no
cf,type1,nob/c,neg_amm,not_lpsm,3600,CIB,to_inst,87.298387,40,no
cf,type1,nob/c,neg_amm,not_lpsm,6660,CIB,not_inst,65.817901,49,no
cf,type1,nob/c,not_neg,not_lpsm,8520,EXP,not_inst,59.615385,25,no
cf,type1,nob/c,not_neg,lpsm,4740,CIB,not_inst,97.248804,44,no
cf,type1,nob/c,not_neg,not_lpsm,10560,CIB,to_inst,59.645062,38,no
cf,type1,nob/c,not_neg,not_lpsm,4980,EXP,to_inst,71.61215,44,yes
cf,type1,nob/c,not_neg,not_lpsm,5280,EXP,to_inst,71.648045,39,yes
cf,type3,nob/c,not_neg,not_lpsm,2400,CIB,to_inst,75.297619,47,yes
ncf,type1,nob/c,not_neg,not_lpsm,18780,CIB,to_inst,41.825042,40,yes
cf,type3,nob/c,not_neg,not_lpsm,7320,CIB,to_inst,102.688953,50,yes
ncf,type1,nob/c,not_neg,not_lpsm,3780,CIB,to_inst,65.449438,45,yes
cf,type3,nob/c,neg_amm,not_lpsm,3360,EXP,to_inst,98.913043,41,yes
cf,type1,nob/c,neg_amm,not_lpsm,8040,CIB,to_inst,94.312169,39,yes
?,type3,nob/c,neg_amm,not_lpsm,2280,CIB,to_inst,105.379747,57,yes
cf,type2,b/c,not_neg,not_lpsm,1260,CIB,to_inst,31.741573,26,yes
?,type1,nob/c,neg_amm,not_lpsm,4680,EXP,to_inst,98.076923,36,yes
cf,type3,nob/c,not_neg,not_lpsm,1860,CIB,to_inst,50.679348,43,yes
cf,type1,nob/c,not_neg,not_lpsm,3180,EXP,to_inst,91.666667,36,yes
cf,type2,b/c,not_neg,not_lpsm,7500,CIB,to_inst,81.354515,56,yes
cf,type2,b/c,not_neg,not_lpsm,6300,EXP,not_inst,96.78771,48,yes
cf,type1,nob/c,not_neg,not_lpsm,4560,EXP,to_inst,74.58159,41,yes
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,to_inst,69.265233,55,yes
cf,type1,nob/c,not_neg,not_lpsm,2040,CIB,to_inst,87.921348,54,yes
cf,type2,b/c,not_neg,not_lpsm,2220,EXP,not_inst,99.342105,50,yes
cf,type3,nob/c,not_neg,lpsm,3780,EXP,to_inst,105.059524,37,yes
cf,type1,nob/c,not_neg,not_lpsm,2640,EXP,to_inst,73.734177,22,yes
cf,type1,nob/c,not_neg,not_lpsm,4980,EXP,not_inst,74.280576,30,yes
cf,type3,nob/c,not_neg,not_lpsm,4560,CIB,to_inst,87.298387,60,yes
cf,type3,nob/c,not_neg,not_lpsm,7680,EXP,to_inst,99.528302,38,yes
cf,type1,nob/c,not_neg,not_lpsm,6720,CIB,to_inst,88.669065,42,yes
cf,type2,b/c,not_neg,not_lpsm,3960,EXP,not_inst,99.440299,52,yes
cf,type1,nob/c,not_neg,not_lpsm,3300,CIB,to_inst,71.067416,28,yes
cf,type1,nob/c,not_neg,not_lpsm,4380,EXP,to_inst,64.830508,43,yes
cf,type2,b/c,not_neg,not_lpsm,4020,CIB,to_inst,67.086331,46,yes
cf,type3,nob/c,not_neg,not_lpsm,2160,CIB,to_inst,149.358974,47,yes
cf,type1,nob/c,not_neg,not_lpsm,10980,EXP,not_inst,73.824257,25,yes
?,type2,b/c,neg_amm,not_lpsm,2100,CIB,to_inst,81.798246,56,yes
cf,type2,b/c,not_neg,not_lpsm,1620,CIB,to_inst,68.939394,43,yes
cf,type1,nob/c,neg_amm,not_lpsm,2520,CIB,to_inst,93.539326,39,yes
cf,type1,nob/c,not_neg,lpsm,1740,CIB,to_inst,55.257009,57,yes
cf,type1,nob/c,not_neg,not_lpsm,4920,EXP,not_inst,64.477401,51,yes
ncf,type1,nob/c,neg_amm,not_lpsm,7080,CIB,to_inst,91.440217,22,yes
cf,type1,nob/c,not_neg,not_lpsm,1680,EXP,not_inst,60.817308,41,yes
cf,type1,nob/c,not_neg,not_lpsm,4200,EXP,to_inst,60.551948,39,yes
cf,type1,nob/c,not_neg,not_lpsm,1680,CIB,to_inst,72.606383,52,yes
cf,type2,b/c,not_neg,not_lpsm,6000,CIB,not_inst,96.493902,34,yes
cf,type1,nob/c,not_neg,not_lpsm,7920,EXP,not_inst,71.539548,48,yes
cf,type1,nob/c,not_neg,not_lpsm,5580,CIB,to_inst,94.034091,49,yes
cf,type1,nob/c,not_neg,not_lpsm,3720,CIB,to_inst,54.340278,41,yes
cf,type1,nob/c,not_neg,not_lpsm,4320,EXP,to_inst,83.914729,47,yes
cf,type1,nob/c,not_neg,not_lpsm,8460,EXP,to_inst,62.685644,38,yes
ncf,type1,nob/c,not_neg,not_lpsm,3420,CIB,to_inst,89.715719,17,yes
cf,type2,b/c,not_neg,not_lpsm,3120,CIB,to_inst,95.542636,53,yes
cf,type3,nob/c,neg_amm,not_lpsm,7980,EXP,to_inst,110.634328,38,yes
cf,type1,nob/c,not_neg,not_lpsm,8220,EXP,to_inst,76.162791,45,yes
cf,type1,nob/c,not_neg,not_lpsm,3780,EXP,not_inst,92.22973,38,yes
cf,type2,b/c,not_neg,lpsm,2460,CIB,to_inst,98.986486,33,yes
cf,type1,nob/c,not_neg,not_lpsm,6300,CIB,to_inst,69.701087,27,yes
?,type1,nob/c,neg_amm,not_lpsm,1200,CIB,to_inst,18.344156,44,yes
cf,type1,nob/c,not_neg,lpsm,4800,EXP,to_inst,79.336735,49,yes
cf,type1,nob/c,not_neg,lpsm,3060,EXP,not_inst,60.92233,43,yes
cf,type2,b/c,not_neg,not_lpsm,2280,CIB,to_inst,94.191919,59,yes
cf,type1,nob/c,not_neg,not_lpsm,7680,CIB,to_inst,83.730159,20,yes
ncf,type3,nob/c,neg_amm,not_lpsm,4980,CIB,to_inst,67.857143,59,yes
?,type2,b/c,not_neg,not_lpsm,4500,CIB,to_inst,85.614525,53,yes
cf,type1,nob/c,not_neg,not_lpsm,3120,EXP,to_inst,26.867572,44,yes
cf,type1,nob/c,neg_amm,not_lpsm,2520,CIB,to_inst,39.876761,51,yes
cf,type2,b/c,not_neg,not_lpsm,3180,CIB,to_inst,149.358974,37,yes
cf,type1,nob/c,not_neg,not_lpsm,3720,CIB,to_inst,77.173913,37,yes
cf,type1,nob/c,not_neg,not_lpsm,5700,CIB,to_inst,86.504425,57,yes
cf,type1,nob/c,not_neg,not_lpsm,2340,CIB,to_inst,93.882979,17,yes
ncf,type1,nob/c,not_neg,not_lpsm,9900,EXP,to_inst,49.626494,48,yes
ncf,type1,nob/c,not_neg,not_lpsm,10200,EXP,to_inst,80.014124,31,yes
cf,type1,nob/c,not_neg,not_lpsm,5160,CIB,to_inst,82.47549,44,yes
ncf,type1,nob/c,not_neg,not_lpsm,2580,EXP,to_inst,77.03373,60,yes
cf,type1,nob/c,not_neg,not_lpsm,2100,CIB,not_inst,98.611111,53,yes
cf,type1,nob/c,neg_amm,not_lpsm,4020,EXP,not_inst,58.928571,53,yes
cf,type1,nob/c,not_neg,not_lpsm,4440,CIB,to_inst,84.855769,53,yes
cf,type1,nob/c,not_neg,lpsm,960,CIB,to_inst,83.203125,45,yes
cf,type1,nob/c,not_neg,not_lpsm,1500,CIB,to_inst,83.088235,40,yes
cf,type1,nob/c,not_neg,not_lpsm,8400,CIB,to_inst,72.849462,20,yes
cf,type3,nob/c,neg_amm,not_lpsm,3240,CIB,to_inst,88.56383,42,yes
cf,type1,nob/c,not_neg,not_lpsm,9600,EXP,not_inst,72.586634,34,yes
cf,type1,nob/c,not_neg,not_lpsm,3600,CIB,not_inst,89.454277,50,yes
cf,type1,nob/c,not_neg,not_lpsm,7080,CIB,to_inst,93.445122,31,yes
cf,type3,nob/c,neg_amm,not_lpsm,4560,CIB,to_inst,99.278846,36,yes
cf,type1,nob/c,not_neg,lpsm,3060,CIB,not_inst,67.086331,61,yes
cf,type1,nob/c,not_neg,not_lpsm,7080,CIB,to_inst,40.466102,44,yes
cf,type2,b/c,not_neg,not_lpsm,2520,CIB,to_inst,83.203125,49,yes
cf,type2,b/c,not_neg,lpsm,1620,CIB,to_inst,83.244681,60,yes
cf,type1,nob/c,neg_amm,not_lpsm,300,CIB,to_inst,65.21164,15,yes
cf,type1,nob/c,not_neg,lpsm,12600,EXP,to_inst,82.419786,44,yes
cf,type1,nob/c,not_neg,lpsm,6840,CIB,to_inst,42.383513,35,yes
cf,type3,nob/c,not_neg,not_lpsm,2340,EXP,to_inst,80.032468,45,yes
cf,type1,nob/c,neg_amm,not_lpsm,7920,CIB,not_inst,77.173913,6,yes
cf,type1,nob/c,not_neg,not_lpsm,5340,CIB,to_inst,68.598616,36,yes
cf,type1,nob/c,not_neg,not_lpsm,4140,CIB,to_inst,90.680473,22,yes
cf,type1,nob/c,not_neg,not_lpsm,5400,CIB,to_inst,76.685393,43,yes
cf,type1,nob/c,not_neg,not_lpsm,7140,EXP,to_inst,106.222707,40,yes
cf,type1,nob/c,not_neg,lpsm,1980,CIB,to_inst,77.173913,48,yes
ncf,type1,nob/c,not_neg,not_lpsm,68220,CIB,not_inst,67.130399,20,yes
cf,type1,nob/c,not_neg,not_lpsm,5340,EXP,to_inst,88.56383,29,yes
cf,type1,nob/c,not_neg,not_lpsm,7800,CIB,to_inst,95.487106,42,yes
cf,type1,nob/c,not_neg,lpsm,3360,EXP,to_inst,53.661088,21,yes
ncf,type1,nob/c,not_neg,not_lpsm,17220,EXP,to_inst,68.418874,36,yes
cf,type1,nob/c,not_neg,not_lpsm,13080,CIB,to_inst,87.679426,35,yes
cf,type3,nob/c,not_neg,not_lpsm,300,CIB,not_inst,103.257042,8,yes
cf,type1,nob/c,neg_amm,not_lpsm,5400,CIB,not_inst,74.58159,61,yes
cf,type1,nob/c,not_neg,not_lpsm,8040,EXP,to_inst,52.46063,25,yes
cf,type1,nob/c,not_neg,not_lpsm,9600,EXP,to_inst,81.957929,36,yes
cf,type1,nob/c,neg_amm,not_lpsm,10320,EXP,to_inst,71.701389,25,yes
cf,type3,nob/c,neg_amm,not_lpsm,2100,CIB,to_inst,99.050633,43,yes
ncf,type1,nob/c,neg_amm,not_lpsm,2820,EXP,not_inst,28.257481,43,yes
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,not_inst,28.075171,58,yes
cf,type1,nob/c,not_neg,not_lpsm,7080,CIB,to_inst,74.114173,28,yes
?,type1,nob/c,neg_amm,not_lpsm,3960,CIB,not_inst,99.342105,36,yes
cf,type1,nob/c,not_neg,lpsm,10620,CIB,to_inst,91.977612,32,yes
?,type1,nob/c,not_neg,not_lpsm,2460,EXP,not_inst,87.202381,6,yes
cf,type2,b/c,not_neg,not_lpsm,1320,CIB,to_inst,73.305085,37,yes
?,type1,nob/c,not_neg,not_lpsm,4740,CIB,not_inst,60.224274,45,yes
cf,type1,nob/c,not_neg,lpsm,4020,CIB,to_inst,88.56383,46,yes
cf,type1,nob/c,not_neg,not_lpsm,11940,CIB,to_inst,62.554585,11,yes
cf,type3,nob/c,not_neg,not_lpsm,11760,EXP,not_inst,81.534954,44,yes
cf,type2,b/c,not_neg,not_lpsm,1800,EXP,to_inst,92.721519,16,yes
cf,type2,b/c,not_neg,lpsm,5580,EXP,to_inst,87.790698,43,yes
cf,type1,nob/c,not_neg,not_lpsm,3180,CIB,to_inst,75.297619,30,yes
cf,type1,nob/c,neg_amm,not_lpsm,5940,CIB,to_inst,40.808824,45,yes
cf,type1,nob/c,neg_amm,not_lpsm,2460,CIB,to_inst,90.254237,45,yes
cf,type2,b/c,not_neg,not_lpsm,6120,CIB,not_inst,87.679426,37,yes
cf,type1,nob/c,not_neg,not_lpsm,5520,EXP,to_inst,84.763314,40,yes
cf,type2,b/c,not_neg,lpsm,2100,CIB,to_inst,89.351852,44,yes
cf,type1,nob/c,not_neg,not_lpsm,1800,CIB,to_inst,59.831461,44,yes
cf,type2,b/c,not_neg,not_lpsm,2940,CIB,to_inst,104.086539,37,yes
cf,type3,nob/c,not_neg,not_lpsm,4920,EXP,to_inst,119.444444,46,yes
cf,type3,nob/c,neg_amm,not_lpsm,9660,CIB,to_inst,102.374302,50,yes
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,to_inst,70.833333,44,yes
cf,type1,nob/c,not_neg,not_lpsm,4260,CIB,to_inst,61.029412,49,yes
cf,type1,nob/c,not_neg,lpsm,6900,CIB,to_inst,83.29918,46,yes
cf,type1,nob/c,not_neg,not_lpsm,2340,EXP,not_inst,72.103659,40,yes
cf,type1,nob/c,neg_amm,not_lpsm,2220,CIB,to_inst,80.03876,51,yes
cf,type2,b/c,neg_amm,not_lpsm,4980,CIB,to_inst,99.369748,51,yes
cf,type1,nob/c,not_neg,not_lpsm,11760,EXP,not_inst,101.291793,37,yes
cf,type1,nob/c,not_neg,not_lpsm,10800,EXP,to_inst,74.543379,30,yes
cf,type2,b/c,not_neg,not_lpsm,10800,CIB,to_inst,78.609155,32,yes
cf,type1,nob/c,neg_amm,not_lpsm,4500,CIB,to_inst,94.191919,49,yes
cf,type1,nob/c,not_neg,not_lpsm,6840,CIB,not_inst,75.102459,43,yes
cf,type2,b/c,not_neg,not_lpsm,1560,CIB,not_inst,99.592391,16,yes
cf,type1,nob/c,not_neg,not_lpsm,7380,CIB,to_inst,75.240385,25,yes
cf,type1,nob/c,neg_amm,not_lpsm,1680,CIB,to_inst,57.352941,46,yes
cf,type1,nob/c,not_neg,not_lpsm,4020,CIB,to_inst,78.361345,28,yes
cf,type2,b/c,not_neg,not_lpsm,2820,CIB,to_inst,118.877551,45,yes
cf,type2,b/c,neg_amm,not_lpsm,2880,EXP,to_inst,83.279221,53,yes
ncf,type1,nob/c,not_neg,not_lpsm,9660,EXP,to_inst,65.93543,53,yes
cf,type1,nob/c,neg_amm,not_lpsm,1680,CIB,to_inst,78.716216,46,yes
ncf,type1,nob/c,not_neg,not_lpsm,17520,EXP,not_inst,84.67366,27,yes
cf,type2,b/c,not_neg,not_lpsm,2520,CIB,to_inst,94.471154,49,yes
cf,type1,nob/c,not_neg,not_lpsm,4200,CIB,to_inst,56.004367,30,yes
?,type1,nob/c,not_neg,not_lpsm,1440,CIB,to_inst,77.173913,40,yes
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,to_inst,79.362416,41,yes
ncf,type1,nob/c,not_neg,not_lpsm,4920,CIB,to_inst,71.61215,44,yes
cf,type1,nob/c,not_neg,not_lpsm,5640,CIB,to_inst,69.345238,38,yes
ncf,type1,nob/c,neg_amm,not_lpsm,23100,CIB,to_inst,78.846154,33,yes
cf,type2,b/c,neg_amm,not_lpsm,4080,CIB,to_inst,96.14094,41,yes
ncf,type1,nob/c,not_neg,not_lpsm,4860,EXP,to_inst,93.639053,42,yes
cf,type1,nob/c,not_neg,not_lpsm,4560,CIB,to_inst,74.038462,56,yes
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,not_inst,65.756303,35,yes
cf,type1,nob/c,neg_amm,not_lpsm,4020,EXP,to_inst,80.021834,13,yes
cf,type1,nob/c,not_neg,not_lpsm,3780,CIB,to_inst,75.152439,39,yes
ncf,type1,nob/c,not_neg,not_lpsm,900,CIB,to_inst,82.303371,49,yes
cf,type3,nob/c,not_neg,not_lpsm,4200,CIB,not_inst,85.201149,58,yes
cf,type1,nob/c,not_neg,not_lpsm,4380,CIB,to_inst,95.863309,45,yes
cf,type1,nob/c,not_neg,not_lpsm,5220,EXP,to_inst,88.242009,39,yes
cf,type1,nob/c,not_neg,not_lpsm,3840,CIB,to_inst,70.833333,40,yes
cf,type1,nob/c,not_neg,not_lpsm,300,CIB,to_inst,79.040404,46,yes
cf,type3,nob/c,not_neg,lpsm,10260,EXP,to_inst,102.374302,47,yes
cf,type1,nob/c,neg_amm,not_lpsm,0,CIB,to_inst,59.908537,7,yes
cf,type1,nob/c,not_neg,not_lpsm,6540,EXP,not_inst,93.410042,46,yes
cf,type1,nob/c,neg_amm,not_lpsm,1320,CIB,to_inst,37.824675,49,yes
ncf,type1,nob/c,not_neg,not_lpsm,12300,EXP,to_inst,45.315846,14,yes
cf,type1,nob/c,not_neg,not_lpsm,2460,CIB,to_inst,69.589552,28,yes
cf,type1,nob/c,not_neg,not_lpsm,4140,CIB,to_inst,90.680473,22,yes
cf,type1,nob/c,not_neg,not_lpsm,9420,EXP,to_inst,52.308707,46,yes
cf,type2,b/c,not_neg,lpsm,4680,CIB,to_inst,96.875,48,yes
cf,type2,b/c,not_neg,not_lpsm,4980,EXP,to_inst,81.47482,38,yes
cf,type1,nob/c,not_neg,not_lpsm,5460,EXP,not_inst,89.42953,40,yes
cf,type2,b/c,not_neg,not_lpsm,3360,CIB,not_inst,87.721893,26,yes
cf,type3,nob/c,neg_amm,not_lpsm,3360,EXP,to_inst,98.913043,41,yes
cf,type1,nob/c,not_neg,not_lpsm,3300,CIB,to_inst,63.950893,19,yes
cf,type1,nob/c,neg_amm,not_lpsm,11400,EXP,to_inst,86.005435,34,yes
cf,type1,nob/c,neg_amm,not_lpsm,10860,CIB,not_inst,71.123693,53,yes
cf,type3,nob/c,not_neg,not_lpsm,4200,EXP,to_inst,90.137615,40,yes
cf,type1,nob/c,not_neg,lpsm,14700,EXP,not_inst,80.019685,52,yes
cf,type1,nob/c,not_neg,not_lpsm,1380,CIB,to_inst,48.247664,47,yes
ncf,type1,nob/c,not_neg,not_lpsm,12780,CIB,to_inst,50.163613,49,yes
cf,type1,nob/c,not_neg,not_lpsm,4320,CIB,to_inst,75.173611,48,yes
cf,type1,nob/c,not_neg,not_lpsm,17580,EXP,to_inst,71.952479,28,yes
cf,type1,nob/c,not_neg,not_lpsm,6120,EXP,to_inst,84.514925,22,yes
ncf,type1,nob/c,neg_amm,not_lpsm,15840,EXP,to_inst,67.785571,34,yes
cf,type1,nob/c,not_neg,not_lpsm,12420,EXP,to_inst,88.246269,42,yes
cf,type1,nob/c,not_neg,not_lpsm,2640,CIB,to_inst,94.191919,40,yes
cf,type1,nob/c,not_neg,not_lpsm,3180,EXP,to_inst,58.634868,61,yes
cf,type1,nob/c,not_neg,lpsm,1920,EXP,not_inst,64.898256,37,yes
cf,type2,b/c,not_neg,not_lpsm,3120,CIB,to_inst,99.202128,45,yes
cf,type1,nob/c,not_neg,not_lpsm,10980,CIB,to_inst,71.755162,30,yes
cf,type1,nob/c,not_neg,not_lpsm,2400,CIB,to_inst,94.471154,41,yes
cf,type1,nob/c,not_neg,not_lpsm,3240,CIB,to_inst,26.102941,20,yes
cf,type1,nob/c,not_neg,not_lpsm,2700,EXP,to_inst,15.967466,54,yes
cf,type2,b/c,not_neg,not_lpsm,2160,CIB,to_inst,47.564935,57,yes
cf,type1,nob/c,not_neg,not_lpsm,5400,CIB,to_inst,102.852349,39,yes
cf,type1,nob/c,not_neg,not_lpsm,5520,CIB,not_inst,64.524648,40,yes
cf,type1,nob/c,not_neg,not_lpsm,7440,EXP,to_inst,83.805031,53,yes
cf,type1,nob/c,not_neg,not_lpsm,3840,EXP,to_inst,52.67094,37,yes
cf,type1,nob/c,not_neg,not_lpsm,13620,CIB,not_inst,64.830508,25,yes
cf,type2,b/c,not_neg,lpsm,2220,CIB,not_inst,99.311927,58,yes
cf,type1,nob/c,not_neg,not_lpsm,4320,CIB,to_inst,82.47549,42,yes
?,type1,nob/c,not_neg,not_lpsm,12060,EXP,to_inst,93.994413,39,yes
cf,type1,nob/c,not_neg,not_lpsm,3660,EXP,to_inst,89.141414,35,yes
cf,type1,nob/c,neg_amm,not_lpsm,3060,CIB,not_inst,86.005435,43,yes
cf,type2,b/c,not_neg,not_lpsm,4260,EXP,to_inst,76.162791,49,yes
cf,type1,nob/c,not_neg,not_lpsm,180,EXP,not_inst,68.640351,18,yes
cf,type1,nob/c,not_neg,not_lpsm,7920,EXP,to_inst,86.726804,28,yes
cf,type1,nob/c,neg_amm,not_lpsm,3180,EXP,not_inst,58.634868,52,yes
cf,type1,nob/c,not_neg,not_lpsm,4440,CIB,to_inst,57.482394,40,yes
cf,type1,nob/c,not_neg,not_lpsm,3120,CIB,to_inst,93.882979,59,yes
cf,type1,nob/c,neg_amm,not_lpsm,4200,CIB,to_inst,54.261364,21,yes
ncf,type1,nob/c,not_neg,not_lpsm,22620,CIB,to_inst,43.650398,20,yes
cf,type1,nob/c,not_neg,not_lpsm,12420,EXP,to_inst,84.42029,30,yes
cf,type3,nob/c,neg_amm,not_lpsm,3060,EXP,to_inst,103.571429,60,yes
cf,type1,nob/c,not_neg,not_lpsm,3000,CIB,to_inst,91.015625,36,yes
cf,type1,nob/c,not_neg,not_lpsm,3420,EXP,to_inst,30.846774,48,yes
cf,type2,b/c,not_neg,not_lpsm,0,CIB,to_inst,89.351852,14,yes
cf,type1,nob/c,not_neg,lpsm,4500,CIB,not_inst,79.129794,33,yes
cf,type1,nob/c,not_neg,not_lpsm,4140,CIB,to_inst,61.003521,7,yes
cf,type2,b/c,not_neg,not_lpsm,4080,CIB,not_inst,81.988189,58,yes
cf,type1,nob/c,not_neg,not_lpsm,2940,CIB,to_inst,76.162791,49,yes
cf,type2,b/c,not_neg,not_lpsm,2460,CIB,to_inst,91.666667,54,yes
cf,type3,nob/c,neg_amm,not_lpsm,9660,CIB,to_inst,102.374302,50,yes
ncf,type1,nob/c,not_neg,not_lpsm,19440,EXP,to_inst,44.816351,41,yes
cf,type1,nob/c,not_neg,not_lpsm,4740,CIB,to_inst,99.568966,46,yes
cf,type3,nob/c,not_neg,not_lpsm,6480,EXP,not_inst,81.392694,44,yes
cf,type2,b/c,neg_amm,not_lpsm,1320,CIB,to_inst,84.42029,53,yes
cf,type1,nob/c,not_neg,not_lpsm,7800,CIB,to_inst,80.957944,34,yes
cf,type2,b/c,not_neg,not_lpsm,5640,CIB,to_inst,86.005435,43,yes
cf,type1,nob/c,not_neg,not_lpsm,6000,EXP,not_inst,66.814721,10,yes
ncf,type1,nob/c,not_neg,not_lpsm,13980,EXP,not_inst,66.731195,41,yes
cf,type1,nob/c,not_neg,not_lpsm,7140,EXP,to_inst,72.651007,27,yes
ncf,type2,b/c,not_neg,not_lpsm,7980,EXP,not_inst,97.125668,61,yes
cf,type1,nob/c,not_neg,not_lpsm,1500,CIB,to_inst,35.335196,48,yes
cf,type2,b/c,neg_amm,not_lpsm,6060,EXP,to_inst,98.295455,24,yes
cf,type2,b/c,not_neg,not_lpsm,1080,CIB,to_inst,7.589286,45,yes
cf,type1,nob/c,not_neg,not_lpsm,1260,EXP,not_inst,48.595506,46,yes
cf,type1,nob/c,not_neg,not_lpsm,3540,CIB,to_inst,30.457227,35,yes
cf,type1,nob/c,neg_amm,not_lpsm,13620,CIB,not_inst,75.07716,9,yes
cf,type1,nob/c,not_neg,not_lpsm,7620,CIB,to_inst,57.681564,39,yes
cf,type2,b/c,not_neg,not_lpsm,3540,EXP,to_inst,111.97479,44,yes
cf,type1,nob/c,not_neg,not_lpsm,1620,CIB,to_inst,18.996063,43,yes
cf,type1,nob/c,not_neg,not_lpsm,6900,EXP,to_inst,27.754237,48,yes
cf,type2,b/c,neg_amm,not_lpsm,3660,CIB,to_inst,90.966387,49,yes
cf,type1,nob/c,not_neg,not_lpsm,3300,CIB,to_inst,63.950893,19,yes
cf,type1,nob/c,neg_amm,not_lpsm,1620,CIB,to_inst,74.280576,53,yes
cf,type2,b/c,not_neg,not_lpsm,4320,CIB,to_inst,99.157303,45,yes
cf,type1,nob/c,not_neg,lpsm,1980,CIB,to_inst,77.173913,48,yes
cf,type1,nob/c,not_neg,not_lpsm,1200,CIB,to_inst,38.636364,37,yes
cf,type1,nob/c,neg_amm,not_lpsm,7200,CIB,to_inst,52.516779,44,yes
cf,type2,b/c,neg_amm,not_lpsm,4020,CIB,to_inst,81.25,44,yes
cf,type1,nob/c,not_neg,not_lpsm,7200,CIB,to_inst,60.340074,61,yes
cf,type2,b/c,not_neg,lpsm,11280,EXP,to_inst,73.594378,31,yes
cf,type2,b/c,not_neg,not_lpsm,2700,CIB,to_inst,99.157303,43,yes
cf,type2,b/c,not_neg,not_lpsm,5940,CIB,to_inst,78.20122,44,yes
cf,type1,nob/c,neg_amm,not_lpsm,240,CIB,to_inst,87.202381,27,yes
cf,type1,nob/c,not_neg,not_lpsm,2400,CIB,to_inst,63.489209,47,yes
cf,type1,nob/c,not_neg,not_lpsm,3060,CIB,not_inst,59.831461,6,yes
cf,type1,nob/c,not_neg,not_lpsm,8220,CIB,not_inst,59.769539,26,yes
cf,type2,b/c,not_neg,not_lpsm,3000,CIB,not_inst,95.362903,40,yes
ncf,type1,nob/c,not_neg,not_lpsm,18180,CIB,not_inst,73.327465,41,yes
cf,type1,nob/c,not_neg,not_lpsm,2100,CIB,to_inst,59.072581,42,yes
cf,type1,nob/c,neg_amm,not_lpsm,5940,CIB,to_inst,40.808824,45,yes
cf,type1,nob/c,not_neg,not_lpsm,2820,CIB,not_inst,80.02451,12,yes
cf,type2,b/c,not_neg,not_lpsm,2640,CIB,to_inst,80.092593,57,yes
cf,type3,nob/c,neg_amm,not_lpsm,3840,CIB,to_inst,82.718121,36,yes
cf,type2,b/c,not_neg,not_lpsm,1320,CIB,to_inst,81.25,46,yes
cf,type1,nob/c,not_neg,not_lpsm,3960,EXP,to_inst,70.502645,44,yes
cf,type1,nob/c,not_neg,not_lpsm,12120,EXP,to_inst,58.585165,37,yes
cf,type1,nob/c,not_neg,not_lpsm,3900,CIB,to_inst,90.137615,50,yes
cf,type1,nob/c,not_neg,not_lpsm,9180,CIB,not_inst,74.159664,33,yes
?,type1,nob/c,neg_amm,not_lpsm,17460,CIB,not_inst,75.053879,15,yes
cf,type1,nob/c,not_neg,not_lpsm,2460,CIB,to_inst,104.292929,42,yes
cf,type2,b/c,not_neg,not_lpsm,6000,CIB,to_inst,96.383648,50,yes
cf,type1,nob/c,not_neg,not_lpsm,4200,EXP,to_inst,69.981413,55,yes
cf,type2,b/c,neg_amm,not_lpsm,3600,CIB,to_inst,77.34375,45,yes
cf,type2,b/c,not_neg,not_lpsm,1680,CIB,to_inst,131.896552,43,yes
cf,type2,b/c,not_neg,not_lpsm,1740,CIB,to_inst,30.504587,31,yes
cf,type2,b/c,not_neg,not_lpsm,2760,CIB,to_inst,98.295455,37,yes
cf,type1,nob/c,neg_amm,not_lpsm,6060,EXP,to_inst,31.39881,37,yes
?,type1,nob/c,neg_amm,not_lpsm,3900,CIB,not_inst,80.03876,36,yes
cf,type1,nob/c,not_neg,not_lpsm,4980,CIB,to_inst,57.681564,40,yes
ncf,type1,nob/c,not_neg,not_lpsm,4860,EXP,to_inst,77.10356,49,yes
cf,type1,nob/c,not_neg,lpsm,6120,CIB,to_inst,70.432692,32,yes
ncf,type1,nob/c,neg_amm,not_lpsm,3480,CIB,to_inst,89.351852,43,yes
cf,type2,b/c,not_neg,not_lpsm,2700,CIB,to_inst,129.081633,40,yes
cf,type2,b/c,not_neg,not_lpsm,3600,EXP,to_inst,58.376289,44,yes
cf,type2,b/c,not_neg,not_lpsm,10500,CIB,to_inst,84.090909,60,yes
cf,type1,nob/c,not_neg,not_lpsm,9900,EXP,to_inst,39.335317,39,yes
